st_transform,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,strasse_name,strasse_schluessel
"MULTILINESTRING ((12.165170013869 54.1396480889467,12.1648583161282 54.1396425867348,12.1647906369767 54.1396300118547,12.1647211931398 54.1395968658144,12.1646643979525 54.1395508552018,12.1645784072348 54.1394348985183,12.1643294449513 54.1390818948638,12.1641458720957 54.1388195407205,12.1638278138937 54.1383639421759,12.1636718502922 54.1381562627468,12.1635966907257 54.1380695787103,12.1635123765824 54.137989285758,12.1633898691936 54.1378845180559,12.1632620728157 54.1377963779488,12.1629195996555 54.1375477134183,12.1627987822775 54.1374440209112,12.1627254956161 54.1373659585067,12.1626664429546 54.1372891345937,12.1626354239082 54.1372211670179,12.1626033483066 54.1371178035827,12.1625314238149 54.1367622209537,12.1624792765746 54.1364949250905),(12.1625847048371 54.1358736232998,12.1624806195916 54.135860916604,12.1622537102384 54.1358557423888),(12.1625847048371 54.1358736232998,12.1625230594655 54.135993644049,12.162479765217 54.1361116634966,12.1624656331274 54.136214460471,12.162460310634 54.1363008945232,12.1624792765746 54.1364949250905),(12.1629221441938 54.1354285447846,12.1627338387123 54.1356696627767,12.1625847048371 54.1358736232998),(12.1629221441938 54.1354285447846,12.1625168919031 54.1353562316975,12.1624696160034 54.1353949270755,12.1624305607458 54.1354231898052,12.1623739135756 54.1354520152989,12.1622954878406 54.1354671244846,12.1620625539736 54.135485765853,12.1615690665732 54.1355416813649,12.1605220862742 54.1356065996004),(12.1635014185075 54.1345861303526,12.1630097842812 54.1345653251873,12.1625832111276 54.1345548516922,12.160826349791 54.1345700591102,12.1602066506762 54.1345849905132),(12.1635014185075 54.1345861303526,12.1633974757624 54.1347643360504,12.1632656269885 54.1349659381251,12.163122139812 54.135165040277,12.1630323277527 54.1352802480649,12.1629221441938 54.1354285447846),(12.1624792765746 54.1364949250905,12.1623316839577 54.1365072527319,12.1621784581709 54.1365266852064,12.1617973991721 54.1365796650433,12.1600233789802 54.1368492230783,12.1588455262283 54.1370276797035,12.1586068141647 54.137058360667),(12.1658326432119 54.1317481922164,12.1654152226526 54.1318008743053,12.1651830417128 54.1318494377184,12.164980763044 54.1319161075604,12.1648386212913 54.1319870070828,12.1647022625854 54.1320889834697,12.1645933031918 54.1321951447577,12.1645278537112 54.1322788760999,12.1644561628277 54.1324090636681,12.1640240673313 54.1333959263571,12.1636800514462 54.1341834904129,12.1635014185075 54.1345861303526))",0b97e3ed-c0f9-4baa-935b-b36024e54466,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hinrichsdorf,"03590"
"MULTILINESTRING ((12.1677798843975 54.1395785365088,12.1681423412946 54.1402541724337,12.1685462210502 54.1409915596503,12.1692796903407 54.1423619494879,12.1693390042084 54.142460511196,12.1694528834513 54.1425812765801,12.1695625305607 54.1426772517733,12.1697268063229 54.1427733295382,12.16989035197 54.1428403895522,12.1700895510756 54.1429073091329,12.1703592455994 54.1429627188699,12.1716171782798 54.1431008141519,12.1722255239461 54.1431595996046,12.1726812761584 54.1431735009193,12.1729965970944 54.1431605603379,12.1734066775508 54.1431206200918,12.1775890826906 54.1423477321134))",e37db72f-24c0-41d7-a84e-8fa8113c99b7,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hanseatenstraße,"10490"
"MULTILINESTRING ((12.0821417827283 54.1469473175832,12.08121149268 54.1469493863191,12.0803700896306 54.1469381819826,12.0801540044664 54.146937607353,12.0799613464725 54.1469437548172,12.07980192218 54.1469630865073,12.0796497084498 54.1469918464749,12.0795152679957 54.147031824581,12.0792936765402 54.1471130968055,12.0790279757783 54.147256657105,12.0788220656896 54.1473768191259),(12.07752065256 54.1488518580241,12.0775086008762 54.1492000877219,12.0774959337977 54.149546700665),(12.0775257309182 54.1487030788113,12.07752065256 54.1488518580241),(12.0776892188869 54.1480711248045,12.0774613180908 54.1480567175215,12.0772342122513 54.1480582110755,12.0771477680181 54.1480702153086,12.0771020617528 54.1480982748494,12.0770790322958 54.1481409638629,12.0770557773532 54.1485565811409,12.0770794551715 54.1486155912194,12.0771164133174 54.1486561754728,12.0773511412848 54.1488010274922,12.077409041478 54.1488282119533,12.07752065256 54.1488518580241),(12.0776892188869 54.1480711248045,12.0776359239697 54.1481327898135,12.0776005436403 54.1481993844799,12.0775706668797 54.1482629210095,12.077551521736 54.1483366025991,12.077535574899 54.1484020167939,12.0775257309182 54.1487030788113),(12.0787696857063 54.1487248211248,12.0787480977953 54.1487199838612,12.078723450616 54.1487159571598,12.0786812044792 54.1487123013211,12.0785919826164 54.1487127189747,12.0775257309182 54.1487030788113),(12.0788220656896 54.1473768191259,12.0782433096056 54.1477144582272,12.0778933633778 54.1479036199055,12.0778041243464 54.1479755500707,12.0777272507753 54.148031300884,12.0776892188869 54.1480711248045),(12.0791185416933 54.1495672067418,12.0774959337977 54.149546700665),(12.0791185416933 54.1495672067418,12.0788712123548 54.1494006250311,12.0786832161656 54.1492887169239,12.0786185576406 54.149249409019,12.0785916014165 54.1492384660775,12.0785442846283 54.1492243919993,12.0784633019827 54.1492121366644,12.078367951073 54.1492092340469,12.0775173311649 54.1492037655618),(12.0795704924976 54.1490153777497,12.0795944170232 54.1485629249423,12.079584235896 54.1485209761379,12.079547580503 54.148479853397,12.0790940282898 54.1481889790645,12.0789786346704 54.1481072999331,12.0789485289013 54.1480493725254,12.0789447441659 54.1479906192836,12.0789476636812 54.1478360017674,12.0789541064131 54.1475223641392,12.0789523257187 54.1474712460259,12.078913070103 54.1474300349502,12.0788220656896 54.1473768191259),(12.0820991948662 54.149399185276,12.0819097011382 54.1493858382963,12.0816954282222 54.1493794255607,12.0815198720246 54.1493713690986,12.0813913121909 54.1493694796079,12.0812365859224 54.1493695841348,12.0811584091784 54.1493840113584,12.0810279115384 54.1494086257449,12.0809757384523 54.1494161176203,12.0806778695084 54.1494706711683,12.0804072549118 54.1495321234963,12.0802299153195 54.1495517372298,12.0800423043045 54.1495623734795,12.0799518633807 54.1495664764126,12.0797798486743 54.1495698248093,12.0794151381701 54.1495660231698,12.0791185416933 54.1495672067418),(12.0774959337977 54.149546700665,12.077470830609 54.1500361680291,12.0774623184644 54.1500674380105,12.0774297459613 54.1500814740906,12.0773771149235 54.1500904021485,12.0769208840378 54.1500894368099,12.0768720603685 54.1500883000751,12.0768250664245 54.150083478691,12.0767821756128 54.1500629325795,12.0767712659889 54.1500394911614,12.0767880770874 54.1497785835467,12.0768166932796 54.1495289882919))",20ecfb48-0c45-43f2-bc97-3946da919fc3,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Gerüstbauerring,"02890"
"MULTILINESTRING ((12.175304598705 54.1494983568946,12.1752111022667 54.1494652519629,12.1751250252075 54.14944947541,12.1750414401049 54.1494439370054,12.1748856659287 54.1494496436682,12.1736037359618 54.1495868888607,12.1733473187665 54.1496071131183,12.1732105162143 54.1496116223672,12.1730791279856 54.1495933041557,12.1729527258729 54.1495595260487,12.1728610362391 54.1495188700848,12.1727062480357 54.1494306890472,12.1722815561708 54.1491367100802,12.1719213326577 54.1488873782006,12.1714572722246 54.1485446690486,12.1711806577545 54.1483049186223,12.1710734069062 54.1482007660757,12.1709157774424 54.1480523036812,12.1704621330749 54.1476331214684,12.1702144769008 54.1473988979088,12.1700945339218 54.1472586464747,12.1699975954396 54.1471302214046,12.1699028934628 54.1469872389093,12.1698337158629 54.1468735982309,12.1696511661801 54.1464293239638,12.169481963361 54.1460296814202,12.1693883223933 54.1458081762437,12.1688854244211 54.1447829020734,12.1687475371735 54.1445168974313,12.1682297326771 54.1434681927892,12.1680814119328 54.1431931279986,12.1679928968811 54.1430626231399,12.1678457810372 54.1428955449168,12.1673363007827 54.1423826347371,12.1665194301641 54.141565947207,12.1658979810244 54.1409773600868,12.1655086263872 54.1406090997357,12.1652997125947 54.1404034717688,12.1651793048988 54.1402525248865,12.16514210305 54.1401320096222,12.1651284388834 54.1400049935232,12.1651483327298 54.139813425713,12.1651611044888 54.1397162004763,12.165170013869 54.1396480889467,12.1652251535363 54.1393549526685,12.1655502562652 54.137581587835,12.1657062725212 54.1367276159394,12.1658823272513 54.135912607023),(12.1668523091971 54.1357991450418,12.1663832926196 54.1358905334912,12.166210955564 54.1359121536974,12.166051552989 54.1359163266935,12.1658823272513 54.135912607023),(12.1659518876515 54.1284373900752,12.1659076738207 54.1289716452446,12.165898700274 54.1295204958531,12.1658665546788 54.1298213275669,12.1657728951011 54.130845373486,12.1657615115111 54.1311742967097,12.1657881790583 54.1314931951702,12.1658326432119 54.1317481922164,12.1660870536042 54.1327442666924,12.1661546483993 54.1330442419276,12.1662027004502 54.1333537672284,12.1662086719268 54.1335842906472,12.1662031958587 54.1338213882469,12.1661744462335 54.1340153943572,12.1660526123499 54.1346896384149,12.1658823272513 54.135912607023))",9c6cc84d-11d9-49f4-8e83-b1a01e96626a,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hinrichshäger Straße,"11210"
"MULTILINESTRING ((12.1153842333653 54.0909963413609,12.1154827915939 54.0911006425441,12.1163807261769 54.0920526354655))",0f626af5-1c12-4cd7-a52e-5b1ee1bc9029,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lohmühlenweg,"06690"
"MULTILINESTRING ((12.118152969108 54.1446257020919,12.1172498742828 54.1461638481304))",d8273d14-0aef-46a1-8349-4114f7a47c07,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstraße III,"88320"
"MULTILINESTRING ((12.1431315069017 54.0801036063461,12.1431215236603 54.0799552896804,12.1431004696109 54.0798309738992,12.1430712576424 54.0797335304661,12.1430172061542 54.0796104218496,12.1429681333636 54.0795132715248,12.1425906730511 54.0787771977074,12.1422375394575 54.0781366853919,12.1418734159949 54.0774511742611,12.1418269833253 54.077365070851,12.1415735988244 54.0768931614776,12.1415410358039 54.076841900198,12.14149179437 54.0767830219861),(12.1431315069017 54.0801036063461,12.1431204750841 54.0802277806129,12.1430218771937 54.0807466434604,12.1429893653778 54.080889440455,12.1429414359651 54.0810364783152,12.142865827468 54.0812211926679,12.1428089834642 54.0813531476622,12.142754609832 54.0814481747907,12.1426549782031 54.0815787430109,12.1424676657549 54.0817608044237,12.1422174928866 54.0819699821965,12.1421109686512 54.0820517741099,12.1420435076623 54.0821183365761,12.1419954830428 54.0821941297475,12.1419599942273 54.0822718846208,12.1417735059837 54.0827871664404,12.1417328468578 54.0828276430704,12.1416808435872 54.0828572622151,12.1415403545149 54.0829272345178,12.1413812296995 54.0829990253913),(12.1418740055173 54.0756979130202,12.1418920145824 54.0759165664745,12.1419029213415 54.0760684759175,12.1418968079796 54.076157336566,12.1418530170563 54.0762183008858,12.1418184122561 54.0762402630639,12.1417589249417 54.0762680044277,12.1416226224157 54.0763046407143,12.1413945670655 54.0763603413335,12.1412000927217 54.0764075569852),(12.1432360358609 54.0801099505209,12.1431315069017 54.0801036063461))",ad93ca19-e016-49d5-af73-0aaf9e4fbf81,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Blücherstraße,"01440"
"MULTILINESTRING ((12.1830198284207 54.0923722057112,12.1834200296682 54.0929454139509,12.183507113084 54.0930418607718,12.1836619834672 54.093121852917,12.1840589442672 54.0932702034972,12.1843478321107 54.0932417306587,12.184445849047 54.0931838123526,12.1848733847026 54.0928519105521,12.1851554595093 54.0926328025628,12.1851040640645 54.0924858110966,12.183937357933 54.0920427951115))",f388c926-a88e-4d48-9a8d-6cae1227bbd9,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Mühlenberg,"14090"
"MULTILINESTRING ((12.077124552175 54.0637671230549,12.0772113338392 54.0636198166162,12.0772378088393 54.0635661640447,12.0772581449985 54.0634965235667,12.0772650101757 54.0631634755035,12.0782389507494 54.0631675175032))",ff4280ba-dc2e-40df-bc92-8283ab3d6a9e,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schüttscher Hof,"14280"
"MULTILINESTRING ((12.1594962772859 54.0820782244265,12.1594646574396 54.0820008228621,12.1594302843175 54.0819226163628,12.159369714039 54.0818262965525,12.1592756014309 54.0817089083426,12.1592208775088 54.0816229125014,12.1591875535033 54.0814992446718,12.1591868549958 54.0813566669173))",aac0af15-11ad-4cfb-81ad-ada962611b26,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Am WeiÃŸen Kreuz,"14330"
"MULTILINESTRING ((12.0855608247218 54.1009846556203,12.086043734639 54.1015800486082))",b52d6d75-27c7-4114-aec3-56176d1ec7b7,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schütenweg,"08410"
"MULTILINESTRING ((12.1445438417802 54.0848403433633,12.1460240246127 54.0849581348592))",84d1f187-1932-47ee-9c30-8cc4313bb256,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Beim Elektrizitätswerk,"13920"
"MULTILINESTRING ((12.0534504793029 54.1095195250568,12.0502601269237 54.109755026428))",bf9aea46-717d-4b82-a869-f54b7d5f1388,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hirschkäferweg,"12640"
"MULTILINESTRING ((12.1356331553572 54.0870475254786,12.1368073721463 54.0873251537779))",599bff41-b236-45d9-bb0a-38b9733ec11c,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Altbettelmönchstraße,"00240"
"MULTILINESTRING ((12.1380621177012 54.0878726519782,12.1382211945997 54.0879170306993,12.1383993673141 54.0879594107294,12.1386282955686 54.0880077513993,12.1387969509601 54.0880371147881))",71548e42-d64f-4ef7-9a3a-035d4ee86a42,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Garbräterstraße,"02720"
"MULTILINESTRING ((12.1116212966 54.0843356297705,12.1115305452563 54.0846826819626,12.1115299489492 54.0847452122227,12.1115461325123 54.0847970357806,12.1119413965788 54.0852350054155,12.1122751808675 54.0855945096341))",da49b3b7-d971-4701-ac74-2f70acb4ccfd,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",An der Hasenbäk,"00660"
"MULTILINESTRING ((12.1799099527321 54.0748473558492,12.1799467576287 54.0749504391429,12.1801466244401 54.0755957428731,12.1802009017092 54.0757820832144,12.1802723458457 54.0760165529776))",629e4f56-d3d1-4f52-9630-ad646c76de5e,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hans-E.-Oberländer-Weg,"11940"
"MULTILINESTRING ((12.0777516424437 54.1026556131347,12.0805311493914 54.1018706384364,12.0818534861114 54.101496814915,12.0836427054225 54.1009987620162),(12.0836427054225 54.1009987620162,12.0854151911665 54.1004867689462,12.0867609777378 54.1001115271162))",2a2e408c-3e65-40bc-a6eb-7277524e0a26,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",NüÃŸlerweg,"07320"
"MULTILINESTRING ((12.1368205401932 54.0757684534489,12.1377362652848 54.0762323390902,12.1387366527177 54.0767432869999,12.139279629085 54.0770203601376,12.1405688139838 54.0776692243516))",4b61bddc-ca1a-4eeb-bca7-6525e692e608,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Georg-Büchner-Straße,"02810"
"MULTILINESTRING ((12.13287443546 54.1461382721925,12.1328068267763 54.1460523693119,12.1327638425992 54.1460100119456,12.1326849885813 54.1459486478906,12.1325694378098 54.1458967574686,12.1324659073871 54.1458710871751,12.1323161375292 54.145837741331,12.1321370912285 54.1457893342128,12.131993706285 54.1457425048629,12.1317963484389 54.1456620442061,12.131650902539 54.1455923971811,12.1315040516818 54.145513857291,12.1313655872024 54.1454256052803,12.1312074394574 54.1453069185863,12.1311357646089 54.1452402450881,12.1310116941471 54.1451059785747,12.1302371432797 54.1441056348034,12.1300550204106 54.1438536489649,12.1297197008572 54.1434471223937,12.1295734316506 54.1433062300733,12.1294142234827 54.1431376805558,12.1292330741444 54.1429005161034,12.1291135763581 54.1427562703636,12.1289482288774 54.1425312170115,12.1283140893434 54.1417286290484,12.128017761881 54.1413520628338,12.1278294730117 54.141126672932),(12.1272003371259 54.1391469804591,12.1272086227974 54.1391546081652,12.127215990993 54.1391624165218,12.1272224419879 54.1391704953696,12.1272279755061 54.1391787548683,12.1272324388177 54.1391872850201,12.1272359841007 54.1391958161421,12.1272386119055 54.1392045279154,12.1272400159458 54.1392133308229,12.1272408079661 54.1392221343774,12.1272400696594 54.1392308497088,12.1272387196069 54.1392396555276,12.1272361452363 54.1392483727998,12.127232652282 54.1392569113614,12.1272282412944 54.1392654508933,12.1272227584412 54.1392737220357,12.1272163570028 54.1392818144672,12.1272090367032 54.1392896383473,12.1272007978175 54.1392972835162,12.1271917928001 54.1393045701311,12.1271818689206 54.139311588194,12.1271711789089 54.1393182477026,12.1271597227649 54.1393245486567,12.1271475002134 54.1393304012156,12.1271348175408 54.1393358948963,12.1271213684608 54.1393409401814,12.1271074589849 54.1393455367476,12.1270929358325 54.1393495949157,12.1270781052905 54.1393532042029,12.1270628140785 54.1393562749302,12.1270472154777 54.1393588967764,12.1270313089385 54.1393608900604,12.1270152480173 54.1393624343016),(12.1278294730117 54.141126672932,12.1276552745638 54.1409049512552,12.1274220118598 54.1405823108987,12.127361649709 54.1404578555544,12.1273047864632 54.1403266584234,12.1272067257269 54.1400831140691,12.1271295051539 54.1398493402557,12.1270152480173 54.1393624343016),(12.1290771627154 54.1407901457977,12.1278294730117 54.141126672932),(12.1272003371259 54.1391469804591,12.1271912875346 54.1391397129226,12.1271813207434 54.1391327158767,12.1271705900328 54.139126079,12.1271590954029 54.1391198022923,12.1271468371289 54.1391139755938,12.1271341209449 54.1391085087407,12.1271206411167 54.1391034918963,12.1271067036535 54.1390989247373,12.1270921558253 54.1390948972657,12.1270773033662 54.1390913193175,12.1270619935459 54.1390882808946,12.1270463790938 54.139085691995,12.1270304605593 54.1390837322995,12.1270143903965 54.1390822219655,12.1269981688798 54.1390812508334,12.1269817962835 54.1390809087437,12.1269654250617 54.139081015854,12.1269492087682 54.1390817516838,12.1269329938481 54.1390829367136,12.1269170868597 54.1390847503016,12.1269013345228 54.139087102769,12.1268857365623 54.1390899042752,12.1268707522663 54.1390932441769,12.126856075625 54.139097122797,12.1268417063634 54.139101450295,12.1268281034952 54.1391062261875,12.1268151142902 54.1391115404762,12.1268025851941 54.1391172136418,12.1267906694862 54.1391233353637,12.1267796726271 54.1391297256387,12.126769442161 54.1391365643093,12.1267598248087 54.1391437616963,12.1267512793106 54.1391512274759,12.1267434996572 54.1391589619708,12.1267366388537 54.1391669650199,12.1267306966262 54.1391751467829,12.1267256729752 54.13918350726,12.1267217209061 54.1391920462902,12.1267188404197 54.1392007638737,12.1267167249577 54.1392094806516,12.1267158338103 54.1392182859814,12.1267158604193 54.1392270005043,12.1267168053339 54.1392358039012,12.1267189740166 54.139244516169,12.1267219077265 54.1392532276314,12.1267259119262 54.1392617582852,12.1267309866162 54.1392701081303,12.1267369787918 54.1392782773277,12.1267438884533 54.1392862658773,12.1267517153269 54.1392939839384,12.1267603064075 54.1393014316721,12.1267699677062 54.1393086087558,12.1267802399324 54.1393154258323,12.1267912758173 54.1393217928999,12.1268032289153 54.1393278894781,12.1268157926664 54.1393335362081,12.1268288143395 54.1393388230914,12.1268424463908 54.1393435702856,12.1268568421002 54.1393478674699,12.1268715424506 54.1393517151277,12.1268865471669 54.1393550234184,12.1269021622598 54.1393577920194,12.1269179289868 54.1393601112549,12.1269338470724 54.1393618912843,12.126950069247 54.1393630421058,12.1269662900481 54.139363743723,12.1269826619312 54.1393638162934,12.1269990324396 54.1393634396594,12.1270152480173 54.1393624343016),(12.1341273200197 54.1362971688976,12.1334658053592 54.1367363272235,12.1331019307928 54.1369596251058,12.1327346857901 54.1371827459133,12.1324137970224 54.1373583786798,12.1319608398831 54.1375735955396,12.1316389213865 54.1377159862743,12.1312095072149 54.137879246584,12.1300321067228 54.138250758013,12.1281324183272 54.1388407130501,12.1272003371259 54.1391469804591))",436e9020-ceac-4f27-8fc9-2cda2fecda93,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Am Kühlturm,"88360"
"MULTILINESTRING ((12.1470140650292 54.1059212427072,12.1472386809375 54.105498444629,12.1473231501433 54.1054343742594,12.148670985599 54.1051447752122))",c2790479-76bf-4a4c-833d-f88a807d634f,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Heidmüllerweg,"14160"
"MULTILINESTRING ((12.060254967657 54.1324888198751,12.0619657464886 54.1324855253074,12.0620344746752 54.1325121726055,12.062128274857 54.1325274869832))",7853be14-a1b9-4bc9-a819-5c31afa134f0,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Malmöer Straße,"14130"
"MULTILINESTRING ((12.1096998072994 54.0846894864501,12.1102643710261 54.0843246628306))",c9eedd60-ed75-458c-8716-ceb0a49a974a,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Am Röper,"00510"
"MULTILINESTRING ((12.051385884703 54.1553192756945,12.0503490734839 54.1557389992194,12.0502483713711 54.1557518884897))",7f934e9a-09fb-45ad-805f-35f166258328,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Dömitzer Weg,"10920"
"MULTILINESTRING ((12.0790732493292 54.1381714031515,12.0790009210014 54.1383539171207,12.0789182909526 54.1385102043123,12.078803122609 54.1386939141656,12.0785573277728 54.1389796784264,12.078349916462 54.1391751272963,12.0781357132465 54.1393399445376,12.0774887653795 54.1397290136211,12.0769950605502 54.140003434397,12.0764302473687 54.1403036825864,12.0761723808001 54.1404456146506,12.0759883612232 54.1405573130903,12.0757855544685 54.1406877099368,12.0756246595783 54.1408115217409,12.0755062679598 54.140917158855,12.0753700420391 54.1410606299384,12.0752439888022 54.1412453313656,12.0751634764911 54.1413990990364,12.0751056073787 54.1415515947515,12.0750718735005 54.1416816152199,12.075061676732 54.1417967074508,12.0750602490795 54.1419379378378,12.0750749290596 54.1421017980167,12.0751383784621 54.1424953502651,12.0753342236081 54.1436654918636,12.0754454906799 54.1444338289385,12.0754483215048 54.1445599633768),(12.0779072800794 54.1379571747833,12.0776811908582 54.1379000924004,12.0773192697782 54.1377780522641,12.0770164225216 54.1376634300268,12.0768520223549 54.1376211303081,12.0767185700823 54.1376013606586,12.0765970805766 54.1375971256909,12.0758606361675 54.1376494302578),(12.0790732493292 54.1381714031515,12.0788008434965 54.1381383407635,12.0785365252296 54.1380936830306,12.0781892335494 54.1380239232557,12.0779072800794 54.1379571747833),(12.0779072800794 54.1379571747833,12.077565585121 54.1377699877788,12.0774716367462 54.1376846996188,12.0774278749134 54.137600636876,12.0774053761124 54.1375144042647,12.0774130322447 54.1374356988746,12.0774558902504 54.137363529204,12.0775574450426 54.1372622133118,12.0776556614649 54.1371759028863,12.0778747675271 54.1370197079733),(12.0788405440905 54.1367273663221,12.0789500527395 54.1369492909621,12.0790557901602 54.1371987990729,12.0791082858175 54.1373683838529,12.0791387440324 54.1376150664312,12.0791273910069 54.1379197237468,12.0790732493292 54.1381714031515))",4e7bf669-fd74-450a-87e0-0627c911cd79,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",GroÃŸ Kleiner Damm,"10050"
"MULTILINESTRING ((12.0467989593749 54.1241016059264,12.0469134938801 54.124079550293,12.0473518605478 54.1239565660242))",df205d9a-471c-4f6e-8c5a-16bc5cdd0811,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Käthe-Miethe-Straße,"11040"
"MULTILINESTRING ((12.1228941558695 54.0833783399207,12.1231677573575 54.0828925562478,12.1231973405601 54.0828208323779,12.1232798789127 54.0824177185035))",6e93a389-9dea-4ba5-8891-b2630c3066dd,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kräwtweg,"06230"
"MULTILINESTRING ((12.1226705637963 54.0817053586149,12.1226531852275 54.0823923949326))",f873b042-88b1-42ad-a2ae-41e8f510a022,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Häktweg,"03260"
"MULTILINESTRING ((12.085016422434 54.0940111091776,12.0868268806882 54.0922925877465,12.0885685559072 54.090639044548))",8238f438-d2ba-4fae-9293-380f715e11d8,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Händelstraße,"03290"
"MULTILINESTRING ((12.126972560353 54.1007967847258,12.1265330281606 54.1009819615003,12.1261619095962 54.1011453233485))",01aabaaf-91a5-47f0-afff-4fb4ba799791,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Friedrich-Flügge-Straße,"11180"
"MULTILINESTRING ((12.150452696583 54.0878011039748,12.150670507419 54.0880672115109,12.1508400707312 54.088344429654))",24e595a2-87f3-4cdc-8154-e520a718e3d6,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brökergang,"13870"
"MULTILINESTRING ((12.1307322999335 54.0876893885472,12.1306836459225 54.0881569766032,12.1306416440198 54.0884561045743))",8819d680-b1c2-41dc-ae53-fb97836cf107,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",GroÃŸer Katthagen,"03150"
"MULTILINESTRING ((12.060458753588 54.1453088932351,12.0580935824468 54.1454393388462))",15110acd-737c-4b89-8931-d5919934daba,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Plöner Straße,"14390"
"MULTILINESTRING ((12.1506078149237 54.1142524441253,12.1507449570301 54.1144150645425,12.1516405681952 54.1154600493674))",2b9d1cdc-4ea7-4021-87ca-c4feecf55bc4,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Zur Kirschblüte,"10020"
"MULTILINESTRING ((12.1166885459848 54.0905882811877,12.1176232801181 54.0916309690761,12.1176901335178 54.09170843685))",4a9ce019-b23d-46b7-8ece-e019a346194f,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Windmühlenstraße,"09850"
