st_transform,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,strasse_name,strasse_schluessel
"MULTILINESTRING ((12.1138989988614 54.0808250017168,12.1138838238789 54.0809188107087,12.1138895940014 54.0809614800017,12.1139167868721 54.0810158084143,12.1141701993385 54.0814917285647,12.1141944027716 54.0815143456684,12.1142315652554 54.0815266186788,12.114296639989 54.0815210765246,12.1155575508977 54.0812678661279,12.1155996850263 54.0812547087703,12.1156303447486 54.0812361719335,12.1156460136084 54.0812114504327,12.1156513762004 54.081161852719))",7c2563af-33d1-435d-93e6-a48df9b66fe1,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Babststraße,"01020"
"MULTILINESTRING ((12.1225947480457 54.0688916756487,12.1224035490576 54.0689053466592,12.1206095778121 54.0690253908647,12.118871999543 54.0691057323637,12.1187644906599 54.0691681887671,12.1187884293177 54.0695277118934),(12.1164720334894 54.0699265390048,12.1188292407836 54.0698581994345),(12.1164933718367 54.069582514229,12.1187884293177 54.0695277118934),(12.1187884293177 54.0695277118934,12.1188292407836 54.0698581994345))",68e5757c-6d4a-4f6b-99c3-7a52d8808851,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Majakowskistraße,"06830"
"MULTILINESTRING ((12.1393322504309 54.0741210176867,12.1392500703541 54.07412344874,12.1391812602298 54.0741495824815,12.1390745597056 54.0742201418101,12.1379049053962 54.0750274585388,12.1368205401932 54.0757684534489,12.1357007923635 54.076540024568,12.1348669526524 54.0771075040053),(12.1360004286109 54.0766937646352,12.1351734847381 54.0772673476195,12.1348669526524 54.0771075040053),(12.1348669526524 54.0771075040053,12.1335857738212 54.0779670114216,12.1334188384738 54.0780789597211,12.1332784058147 54.0782135185206,12.1331876802107 54.0783649123546))",fd42d011-f5f7-45f6-8ca4-e5ca86b11d8d,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Herweghstraße,"03570"
"MULTILINESTRING ((12.1571209927574 54.0960498200186,12.1569472402402 54.0958160099082,12.1568618552193 54.095709299813,12.1567746751312 54.0956128339167,12.1566996531044 54.0955383632701,12.1566236095068 54.095476651388,12.155560136106 54.0946242680164,12.1555239695443 54.0945986201228,12.1554696314567 54.0945773979315,12.1554214433238 54.0945658706462),(12.1554723865371 54.0944967167618,12.1553905558312 54.0944804713375,12.1553558278466 54.0944716218835,12.1553164727118 54.0944515482134,12.1552956364395 54.0944381887359,12.154654922602 54.0939849554095))",d9e081dc-0141-4501-af42-2cc40fb78431,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Beim Kalkofen,"01260"
"MULTILINESTRING ((12.1276729454849 54.07256595121,12.12675072502 54.0726142732032,12.1261710917856 54.0726450694644,12.1261381331593 54.0726575021926,12.1261185115107 54.0726853737049,12.1261321307149 54.0727938882306,12.1260898276781 54.0727977957801,12.1260994075057 54.0728336325858,12.1261513951731 54.0731519771398,12.1244303010629 54.0734859148179,12.1239548483765 54.0735711264868,12.1234695104779 54.0736719788803))",ac2fc5f4-b4a3-48b5-9719-13147435b576,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Mendelejewstraße,"06970"
"MULTILINESTRING ((12.1710104649731 54.0815157207585,12.1710346742409 54.0817180097398,12.1710496420506 54.0817908500356,12.171077269626 54.0818582818269,12.1711169173798 54.0819133882079,12.1711991544478 54.0819957458331,12.1712837477555 54.0820565380514,12.1713469980934 54.0820919354264,12.1723774967378 54.0825821665207,12.1724661052115 54.0826156402923,12.1725837563815 54.0826517675857,12.1727229244971 54.0826812155909,12.172827942191 54.0826922051251,12.1729341602744 54.0826978921854,12.1730218667913 54.0826980355965,12.1733504935063 54.0826881291212,12.17339081164 54.0826832195674,12.1734158399715 54.0826759063178))",d6f5f314-74ff-4bd7-87a5-2b8385d39ebb,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kasper-Ohm-Weg,"04410"
"MULTILINESTRING ((12.1122916281112 54.0788966254729,12.1122660752239 54.0789391444127,12.1122156483711 54.0789927370746,12.1121240619821 54.0790239076854,12.1120017337174 54.0790431579209,12.1108185607224 54.0788666369574,12.1100638082045 54.0787505358654,12.1089674486924 54.0785802959807,12.1079696821292 54.0783664742951,12.107305788695 54.0782260170649,12.1066396331992 54.0780357859134,12.1058067041319 54.0777474111499,12.1056337546546 54.0776860216497,12.1053022805003 54.0775877560402),(12.1032581850048 54.0768222806952,12.1030467773975 54.0767128552006),(12.1032581850048 54.0768222806952,12.1031158829072 54.0769182638139),(12.1032927999291 54.076057788373,12.1026374469219 54.0765090849827,12.1030467773975 54.0767128552006),(12.1026737742284 54.0774240012541,12.1028373088725 54.0775108282422,12.1033784391829 54.077137431716,12.1034032421982 54.0770973410234,12.1033906327677 54.077064469823,12.1031158829072 54.0769182638139),(12.1038350136602 54.0771679439401,12.1037480767682 54.0771040517147,12.1035702503939 54.0769838171754,12.1032581850048 54.0768222806952),(12.1041422131058 54.0759943464081,12.1030467773975 54.0767128552006),(12.1050624171187 54.0763778887073,12.1038350136602 54.0771679439401),(12.1053022805003 54.0775877560402,12.1052588027489 54.077673503016,12.1052081385167 54.0777570102203,12.1051280321056 54.0777976886816,12.1050226577186 54.0778149404897,12.1049170547702 54.0778021853002,12.1047939270738 54.0777465908299,12.1045681597836 54.0775804904616,12.1042099275316 54.0774111803691,12.1039456923611 54.0772562525117,12.1038350136602 54.0771679439401),(12.1063061329308 54.0762502089752,12.1060229569841 54.0764562861585,12.1057884144212 54.0766834326887,12.1056152793349 54.0769081889623,12.1053022805003 54.0775877560402),(12.1063061329308 54.0762502089752,12.1058761648959 54.0760457492613,12.1054280678603 54.0757994376841,12.1051655145706 54.0756428040005,12.1047314103883 54.0753684469794,12.1040177417108 54.0748490627221,12.1038320372738 54.0746904729453),(12.1031158829072 54.0769182638139,12.1024064317004 54.0765631868898,12.1023457308147 54.0765432038705,12.1022812817604 54.0765521530186,12.1017134652332 54.0769467698442),(12.1130236069879 54.0777693258381,12.1128557627527 54.0780731481719,12.1127543052374 54.0782381027209,12.112458533937 54.0785820238535,12.1123774120139 54.0786971867949,12.1123467139884 54.0787579484098,12.1123268341078 54.0788078290776,12.1122916281112 54.0788966254729),(12.1130236069879 54.0777693258381,12.1120792064097 54.0776298769226,12.1113279975462 54.077517823317,12.1097891493345 54.0772628297679,12.1093941960085 54.0771959880832,12.1082565434217 54.0769336017156,12.107765887064 54.0767805029613,12.1072214128201 54.0766101107538,12.1067506988972 54.0764263540711,12.1063061329308 54.0762502089752),(12.1154281009167 54.0783926995218,12.1149298767514 54.0782258914933,12.1146294113613 54.0781350788003,12.1143829327866 54.0780638893466,12.114125920879 54.0779954944731,12.1138339323554 54.077930456298,12.113533393751 54.0778671324761,12.1132288948053 54.0778078545051,12.1130236069879 54.0777693258381))",dc940911-42a0-4adb-b3ad-9b91ab1ec086,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Albert-Einstein-Straße,"00160"
"MULTILINESTRING ((12.1423206957834 54.1088190542773,12.142197455881 54.1090402093365,12.1420235838787 54.1093442576153,12.1419854338115 54.1094106054397,12.1418328314063 54.1096757270876,12.141822800056 54.1096932579433),(12.1430585241321 54.1099184644937,12.141833749704 54.1096759955287))",c3adc3f0-b2c5-4576-97b5-3cd5582af308,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Zum Fuchsbau,"11110"
"MULTILINESTRING ((12.1122971037863 54.115829139201,12.1122724677085 54.1157666328065,12.111853140399 54.1150199947937,12.1118177374481 54.1149905598233,12.1117754973344 54.11497748227,12.111734505951 54.1149738368558,12.1116580759986 54.1149843293667,12.1110358739991 54.1151042140677,12.1109915642487 54.1151177311081,12.1109561387475 54.1151368999282,12.1109421328177 54.115160271522,12.1109550759732 54.115197004588,12.1109853453333 54.1152511508415,12.1114054307366 54.1160003066906))",3a10894b-6738-450b-829d-48cc0d28ff70,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Weizenweg,"11520"
"MULTILINESTRING ((12.1470222009165 54.0905035552774,12.1471037717104 54.0904926745858,12.1471787439256 54.0904741653852,12.1477837683443 54.090255019032,12.1478160921424 54.0902338665706,12.1478310073135 54.090216508836,12.1478380993467 54.0901909851376,12.1478327586019 54.0901502935049,12.1476756908233 54.089644229583,12.147646279025 54.0895815563162,12.147493711992 54.0893090745026,12.1474610643788 54.0892387686265,12.1474488720363 54.089205093006),(12.1471791968874 54.091077001173,12.1471591055829 54.0909706534406,12.1471180706291 54.0908193207345,12.1470222009165 54.0905035552774),(12.1470222009165 54.0905035552774,12.146961944373 54.090318465596,12.1468955322232 54.0901211649526,12.1467960063791 54.0898510432243,12.1464626091979 54.0899128113162))",50e20d65-eef6-427e-aa29-cc4a9594cff2,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Alter Markt,"00260"
"MULTILINESTRING ((12.0755841708374 54.096231905279,12.0760552647329 54.0963254925293,12.0762372317039 54.0963681418112,12.0765045435309 54.096440833413,12.0766662151579 54.0965011038524,12.0768571510744 54.0965990887371,12.076980498573 54.0966808553107,12.0771556124672 54.0968180206612,12.0772802222579 54.0969203597782))",8dc44287-e41a-4e2e-a2ed-2dce90468d0e,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Villacher Straße,"09280"
"MULTILINESTRING ((12.109562960494 54.0891220313474,12.1101133347584 54.0897235564435,12.1102135799602 54.0898362156685,12.1105961428161 54.0902551546174,12.1108085694196 54.0904842345063,12.1110340654206 54.0907420512118,12.1115980464244 54.0913864111771,12.1117171442996 54.0915163910273,12.1121003474062 54.0919346956053,12.1121667274253 54.0920102802106,12.1123267294314 54.0921751696128,12.1127931464568 54.0926719156137,12.1132513973798 54.0931965182947,12.1136237419045 54.0936009027224,12.1138023097637 54.0938995464301))",d9965711-307f-4a45-87f5-082d3e248b8c,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Am Kabutzenhof,"00420"
"MULTILINESTRING ((12.141568172779 54.0800122007624,12.1417857165668 54.080228642563,12.1418241237297 54.0802902286465,12.1418351797259 54.0803512180789,12.1418398734736 54.0804282966637,12.1418165451904 54.0806217531958,12.141766382297 54.0808766930164,12.1417230745762 54.0809912921168,12.1416058832689 54.0813053367486))",e10f6917-43c2-4614-897f-8d18495d434e,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Wallensteinstraße,"09460"
"MULTILINESTRING ((12.0725292545342 54.1447594970765,12.0724129183635 54.1447386342689,12.0723065208357 54.1447130936668,12.0722175452055 54.1446742461087,12.0719924090394 54.1445656738614,12.0719118723521 54.1445394885535,12.0718094629999 54.1445189762025,12.0717026321775 54.1445078098215,12.0713160745875 54.1444983367175,12.0711763650388 54.1444996771919,12.0710825755687 54.1445083573211,12.0709837599108 54.1445308757947,12.0709007481084 54.1445781808845,12.070852467345 54.1446222312133,12.0708347863614 54.1446632089357,12.0708179978529 54.1449580756644,12.0708263508689 54.1450105376578,12.0708535498529 54.1450768240084,12.0709027977467 54.1451506439745,12.0709552194393 54.145201103494,12.0710439277375 54.1452625919688,12.0711286293818 54.1453076419173,12.0712361251338 54.1453484558085,12.0713538518847 54.1453764163336,12.0714764541794 54.1453918860059,12.0716157184943 54.1453968342906,12.072362818211 54.1454056409937,12.0725279240274 54.1453988934064))",302c049a-725d-4dc9-9ee4-10605342a117,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Bootsbauerweg,"01480"
"MULTILINESTRING ((12.0681759163177 54.0642384495581,12.0682466984443 54.0641869300468,12.0684345829105 54.0640176511285,12.0684600388123 54.0639873599468,12.0684743426766 54.0639553681167,12.0685634871564 54.0636475192603,12.068594418576 54.0635110318969,12.0686460879877 54.0633547674837,12.0686657434445 54.0632341885351,12.068773088994 54.0628519400558))",7ec83e0e-87a1-411b-b167-5d5b1cf49924,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Holunderweg,"03700"
"MULTILINESTRING ((12.1512904014618 54.091529374218,12.1514103503455 54.0915231140984,12.1515454872703 54.0915327366697,12.1524088285135 54.0916587717525,12.1528819364039 54.0917267205237,12.1534353554209 54.091814509844,12.1544936918836 54.0919737021528,12.1550304103764 54.0920484785692,12.1554664940122 54.0921037073946,12.1557854285493 54.0921374345957,12.1564366969942 54.0921912131364,12.1565316576746 54.0922049252094,12.1567335350061 54.0922415872272))",69f119bb-149f-4a01-a2b9-25df033af154,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Am Petridamm,"00480"
"MULTILINESTRING ((12.0595670408934 54.1121497146672,12.059580798138 54.1125730390253,12.0597556420341 54.1126221852104,12.061459002438 54.1126017416754,12.0632198616871 54.1125860952495),(12.0632198616871 54.1125860952495,12.0632155748422 54.1123816192029),(12.0632198616871 54.1125860952495,12.063221401564 54.1126936342108,12.0636787461388 54.1126917758526))",a5016dde-b535-415e-9d51-407ac611fcd3,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Wolfgang-Borchert-Weg,"12370"
"MULTILINESTRING ((12.0455791687389 54.1405197571643,12.0445051939597 54.1405242020654,12.0444386425683 54.1405317732802,12.0443861768535 54.1405475147616,12.044356368557 54.1405743881096,12.0443466043191 54.1406009845415,12.044362879464 54.1419408618447),(12.0455763005435 54.1409730043212,12.0455729848957 54.1414368528084),(12.044362879464 54.1419408618447,12.0436938986608 54.1419439815592),(12.0455791687389 54.1405197571643,12.0455763005435 54.1409730043212),(12.045581498357 54.1419434609188,12.044362879464 54.1419408618447),(12.045581498357 54.1419434609188,12.0455729848957 54.1414368528084),(12.0482467546607 54.1405229395435,12.0455791687389 54.1405197571643),(12.0482537024011 54.1409710619159,12.0455763005435 54.1409730043212),(12.048258683382 54.1414383210995,12.0455729848957 54.1414368528084),(12.0482627919642 54.1419447511118,12.045581498357 54.1419434609188))",9026f75f-ced1-4ece-8e84-7d320ed55262,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Binzer Straße,"01390"
"MULTILINESTRING ((12.1162130601906 54.0866367944726,12.1163018739489 54.0866474896191,12.116383820024 54.0866613357976,12.1170682432269 54.0868160974771,12.117159543596 54.0868413438948,12.1172293053589 54.0868693963216,12.117285918738 54.0868951256492,12.1178191568396 54.0871906323179,12.1178658264065 54.0872122384014,12.1179184409858 54.0872286278322,12.1179794478816 54.0872406067758))",42ac7e39-3fb4-49d6-90ee-73fd835f3bde,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schulstraße,"08380"
"MULTILINESTRING ((12.0526498763457 54.1550636723547,12.0536502302008 54.155007799007,12.053943473683 54.1549872741439,12.0543955890394 54.1549607473948,12.0544486857949 54.1549483254036,12.0544944204783 54.1549244969869,12.0547720900611 54.1547021955253,12.0547872017036 54.1546707444918,12.0547827129181 54.1546329237084,12.0547176717462 54.1542928173677))",70631a17-fd59-4485-a99e-e92a1882c655,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Darguner Straße,"10910"
"MULTILINESTRING ((12.0807461758856 54.0744606745554,12.0805889173145 54.0743503646371,12.0798984977348 54.0739185072234,12.0798458733919 54.0738804493069,12.0798104948555 54.073833665281,12.0797916029199 54.0737805813896,12.0797578584643 54.0734705601577,12.0797457474286 54.0734482874536,12.0796716392125 54.0733592136298))",cf6ff9c5-fc6c-4cc8-aab1-9cc5ed1dc606,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Heulerweg,"13010"
"MULTILINESTRING ((12.1506735951846 54.0900579158622,12.1507826522683 54.0900414280742,12.1508836294846 54.0900304306526,12.1509982536561 54.0900319938279,12.151107395764 54.0900389542697,12.1512547883627 54.0900580849716,12.1513520737502 54.0900824893484,12.1514601197868 54.0901241296672))",16f17dfd-a5be-4509-8166-d1851db0a488,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Bei der Petribleiche,"13810"
"MULTILINESTRING ((12.1431477679512 54.0907761350456,12.1433143995949 54.0907905808202,12.1434165055678 54.0907955801063,12.1434759558233 54.0907956889035,12.1435219470837 54.0907928489596,12.1435726561126 54.0907842535136,12.1438183785036 54.0907331097398,12.1441775752227 54.0906601777289,12.14497139158 54.0904943646543,12.1452559062434 54.0904368822845,12.14578572647 54.0903417281708))",f99a9d83-de19-4267-ba0f-8ca9454e66b0,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hartestraße,"03360"
"MULTILINESTRING ((12.1001308620074 54.1319508734185,12.1002352443338 54.1319718991189,12.1004825166659 54.1319960397818,12.1008879686686 54.1320197779188,12.101932990508 54.1320909496916,12.1026491089215 54.1321617644828,12.1033889230261 54.1322250978734,12.103515475164 54.1322402620299,12.1041731145527 54.1322927905145,12.1053035682241 54.132386139576,12.105412821332 54.1323960162648,12.1054923981673 54.1324066375966,12.105683745061 54.1324542650361,12.1057596594755 54.1324683931989,12.1058253118834 54.1324776789337,12.105916802658 54.132480922562))",33c4d0a4-2b69-426e-8c40-5b1b427f2f3d,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",An den Oldendorfer Tannen,"12830"
"MULTILINESTRING ((12.0877971523036 54.1054300956236,12.0878741077632 54.105384400108,12.0879469780673 54.1053589218,12.0881505226695 54.105315199849,12.0884970009726 54.105267149961,12.0885645522462 54.1052568583547,12.0886362003948 54.1052320992579,12.0886850499528 54.1051982829647,12.0895728695991 54.1043675822616,12.0901598294904 54.1037630514233,12.0903818931945 54.1035229188716,12.0904982197685 54.103377647989,12.0905910338655 54.1032464997718,12.0906470848983 54.1031519445696,12.0907269967415 54.1029933145434,12.0908709322195 54.1026816364775,12.0909840852133 54.1024153513381,12.0910191051552 54.1023513578778,12.091162283596 54.1021146974494,12.091315354513 54.1019283404367,12.0914804226503 54.1017065766441),(12.0916782973832 54.1015278215858,12.0918431135516 54.1015394650794,12.0919761281799 54.1015487069506,12.0922119095438 54.1015760178844,12.093286687152 54.101698721017,12.0935240478314 54.1017477697408),(12.0914804226503 54.1017065766441,12.0915543552093 54.1016120972363,12.0916071411848 54.1015639919776,12.0916782973832 54.1015278215858),(12.0916782973832 54.1015278215858,12.0915727590677 54.1015005003801,12.0915193493103 54.1014735886433,12.0914254732219 54.10139684574,12.091305196778 54.1012710694705))",541a5741-b079-4a6e-b535-2ab8d5b16c27,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Am Bahnhof Bramow,"00320"
"MULTILINESTRING ((12.1077903676184 54.1099186611851,12.1080785295275 54.109605485951,12.1081375586395 54.1095509891728,12.1082102578044 54.1095204676611,12.1082849849994 54.1094468205239,12.1086939542547 54.1090272529075,12.1087404359761 54.1089695328799,12.1087502908245 54.1089377202001,12.1087407152341 54.1089009838169,12.1086962797145 54.1088641890886,12.1086058393504 54.1088335450775))",5b0948ae-9e02-433e-ac4c-5a7606397ac0,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Alexander-Fahrenheim-Weg,"12030"
"MULTILINESTRING ((12.1801466244401 54.0755957428731,12.1792991136309 54.0756820892682),(12.1792991136309 54.0756820892682,12.1792196924294 54.0756867895537,12.1790306391862 54.0757050394265,12.1788948754928 54.0757168309972,12.1787317598846 54.0757273154323,12.1786320203441 54.0757321353596,12.1783601276129 54.0757418823599),(12.1802009017092 54.0757820832144,12.1794630273186 54.0758566768817,12.1794020698685 54.075856408443,12.1793503606097 54.0758396851446,12.1793147928981 54.0758108091266,12.1792962883931 54.0757709469722,12.1792945473265 54.075721446762,12.1792991136309 54.0756820892682))",309d1e3c-ab0d-4257-9391-24d27adc8c2a,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Wilhelm-Facklam-Weg,"11950"
"MULTILINESTRING ((12.0916400650361 54.0921625205314,12.0912577326251 54.0925352936422,12.0910846276501 54.0927001939643,12.0905965616415 54.0931608199893,12.0899498787267 54.0937809413157,12.0892635013188 54.0944305565267,12.0891866409051 54.0945103926711,12.0886179952085 54.0950477049121,12.0885444496013 54.0951062457935,12.0877917621477 54.0956436893972),(12.0916400650361 54.0921625205314,12.0914913941489 54.0921089983816),(12.0919266351998 54.0918903519374,12.0916400650361 54.0921625205314))",67d1fe29-cc2a-4a67-92ca-4b79c8018191,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Mozartstraße,"07070"
"MULTILINESTRING ((12.0876107191634 54.0829184995095,12.0871572376844 54.0829300591698,12.0855995321817 54.0829663957538,12.08195208753 54.0830492546845,12.0817774386291 54.0830493735608,12.0815537480435 54.0830529394257,12.0813650618623 54.0830633989973,12.0807642220211 54.0831243571616,12.0803323192177 54.0831556417425,12.08023314377 54.083151126025,12.0801457160339 54.0831373487202,12.0800055663155 54.0831202822979,12.0795084977341 54.0831135144434,12.079044407404 54.0830927974288,12.078591612927 54.0830658721779,12.0781484625741 54.0830481027931,12.0774805617108 54.0830390117209,12.076979665387 54.0830272946015,12.0766869012302 54.0830264035333,12.0764330534996 54.0829997923492,12.0763156104028 54.0829487470976,12.0760680367611 54.0828433401381,12.0759714103434 54.0828115973111,12.0758497363916 54.0827859794302,12.0755946731813 54.0827620624895,12.0754965560421 54.0827505345631,12.0754122257723 54.0827583138426,12.075288995185 54.0828009759361,12.0752198426317 54.082836865978))",fe497879-5f4b-4d2e-98de-88db63a4d3f0,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Am Waldessaum,"00550"
"MULTILINESTRING ((12.1465254746066 54.082903027792,12.1461023531333 54.0829401079639,12.1460174545698 54.0829564723757,12.145963498719 54.082994900219,12.1459358265964 54.0830340148872,12.145913688894 54.0830827358865,12.1459027095388 54.0831326112889,12.1459204610674 54.083183799466,12.1461635365578 54.0836539149336,12.1461969662169 54.0837312279168,12.146228800483 54.0838328000571,12.1462474023424 54.0839083342159,12.1462568017221 54.0839740868272,12.1462565426937 54.0840307771805,12.1462277708045 54.0843221684003,12.1462167085097 54.0843918989102,12.1460700378422 54.0848329296919,12.1460240246127 54.0849581348592,12.1457181131626 54.0858320352972,12.1453881855903 54.0863966394176,12.1453329468532 54.0865066722141))",ea6fd37d-4941-4872-b21d-ac10ea1a860c,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Bleicherstraße,"01410"
"MULTILINESTRING ((12.1729732588771 54.0753456410122,12.1730613539153 54.0754429027548,12.1731356202137 54.0754843027705,12.1736243601359 54.0757098198315,12.1737393122994 54.0757625706421,12.1738600573078 54.0758122583509,12.1740084877362 54.0758699018071,12.1742338716295 54.0759533979039,12.1745488492738 54.0760530249591,12.1748607472894 54.0761465464276))",e8854c95-c6d4-4859-a665-d7b679df9f72,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Carl-Malchin-Weg,"11910"
"MULTILINESTRING ((12.1674232572243 54.0727282277808,12.166143028202 54.0728202939078,12.1660344067821 54.0728182876904,12.1659423406035 54.0727922707824,12.1658960080973 54.0727424725073,12.1658849496896 54.0726892115845,12.1658799585312 54.0725867988401,12.1658822694018 54.0724767394723,12.1659202966098 54.0723209912143,12.1659975458964 54.0721177523543,12.1660283528617 54.0720668593834,12.1660756995403 54.0720264550579,12.1661489493402 54.0720078464903,12.1662377342046 54.0720158994199,12.1671420567903 54.0721660296081,12.1675399491092 54.0722307011875))",60418f92-ebae-4a4a-a15d-c7671aca99a2,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Franz-Bunke-Weg,"12170"
"MULTILINESTRING ((12.0560283480946 54.1179349317744,12.056010091505 54.1180051060926,12.0559915021012 54.1180553358617,12.0559593639759 54.1182649498492,12.0559682992152 54.118313459827,12.0560085574527 54.1183416511609,12.0560698990304 54.1183543800065,12.0561405479118 54.1183512924636,12.0561986284263 54.1183273676417,12.0562187635289 54.1182893554952,12.0562637109743 54.1180536815607,12.0562595355494 54.1180194540949,12.0562428342154 54.117995654041,12.0562080743565 54.1179621595962,12.0561661478876 54.1179441211385,12.0560283480946 54.1179349317744),(12.0560283480946 54.1179349317744,12.0560360016254 54.1178269393325,12.0561079745659 54.1174463393112,12.0561060717958 54.117283099095))",1202c6ae-c0b0-4aa8-bbda-c89c2954eab4,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Boleslaw-Prus-Straße,"01470"
"MULTILINESTRING ((12.0640461786518 54.1250812815027,12.0636812283896 54.1250791393527,12.063556556977 54.1250697719803,12.0634502070547 54.1250388330041,12.0633765645589 54.124991705349,12.0628226491678 54.1244387556058,12.0627846260118 54.1243784023678,12.0627702949483 54.1243078847371,12.0627718683131 54.1242357416708,12.0628159231701 54.123935919574),(12.0628159231701 54.123935919574,12.0639256677221 54.1239993916328,12.064232356069 54.1240153098166),(12.0605912489474 54.1238123613318,12.0611653104796 54.1238427066059,12.0628159231701 54.123935919574))",57ea4e8c-8322-4a87-ab94-bd1caa10a7a8,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Knud-Rasmussen-Straße,"06110"
"MULTILINESTRING ((12.0543063333845 54.1208156636944,12.0542757140138 54.1210252764479,12.054235352941 54.1212706502743,12.0542511781349 54.121326075001,12.0543257086016 54.1213634151998,12.0544032609108 54.1213724540888,12.0547845805171 54.1214032761675,12.0550862084898 54.1214262275524),(12.0543349146906 54.1206850220445,12.0543276869034 54.1206546590667,12.0542991980693 54.1206221495037,12.0542485577415 54.1206082470024,12.0541782034847 54.120605763161,12.0541358611716 54.1206220434356,12.0541143324291 54.1206491850897,12.0541119405934 54.1206915012545,12.0541379925245 54.120731828121,12.0542079448431 54.1207777053468,12.0543063333845 54.1208156636944),(12.0543063333845 54.1208156636944,12.0543253661782 54.1207511492979,12.0543349146906 54.1206850220445))",35009062-2510-4cd9-ae44-fb0542f425fa,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Eduard-Vilde-Straße,"02040"
